,dataset,method,timeSlice,GT_predict,TRUE,GT_predict_log
1759,Exciting,word2vec_0.90,5,0.595,0.647,-0.225483034271
1760,Exciting,word2vec_0.90,6,0.573,0.647,-0.241845378033
1761,Exciting,word2vec_0.90,7,0.556,0.6,-0.254925208418
1762,Exciting,word2vec_0.90,8,0.566,0.833,-0.247183568812
1763,Exciting,word2vec_0.90,9,0.515,0.606,-0.288192770959
1764,Exciting,word2vec_0.90,10,0.511,0.5,-0.291579099865
1765,Exciting,word2vec_0.90,11,0.49,0.614,-0.309803919971
1766,Exciting,word2vec_0.90,12,0.495,0.778,-0.305394801066
1767,Exciting,word2vec_0.90,13,0.488,0.533,-0.311580177997
1768,Exciting,word2vec_0.90,14,0.465,0.527,-0.33254704711
1769,Exciting,word2vec_0.90,15,0.459,0.471,-0.338187314463
1770,Exciting,word2vec_0.90,16,0.445,0.222,-0.351639989019
1771,Exciting,word2vec_0.90,17,0.432,0.231,-0.364516253185
1772,Exciting,word2vec_0.90,18,0.425,0.3,-0.37161106995
1773,Exciting,word2vec_0.90,19,0.425,0.5,-0.37161106995
1774,Exciting,word2vec_0.90,20,0.418,0.539,-0.378823718225
1775,Exciting,word2vec_0.90,21,0.422,0.63,-0.374687549038
1776,Exciting,word2vec_0.90,22,0.405,0.324,-0.392544976785
1777,Exciting,word2vec_0.90,23,0.405,0.5,-0.392544976785
1778,Exciting,word2vec_0.90,24,0.397,0.333,-0.401209493237
1779,Exciting,word2vec_0.90,25,0.405,0.6,-0.392544976785
1780,Exciting,word2vec_0.90,26,0.396,0.167,-0.402304814074
1781,Exciting,word2vec_0.90,27,0.39,0.357,-0.408935392974
1782,Exciting,word2vec_0.90,28,0.382,0.231,-0.417936637088
1783,Exciting,word2vec_0.90,29,0.378,0.333,-0.422508200163
1784,Exciting,word2vec_0.90,30,0.376,0.421,-0.424812155072
1785,Exciting,word2vec_0.90,31,0.365,0.368,-0.437707135544
1786,Exciting,word2vec_0.90,32,0.357,0.188,-0.447331783888
1787,Exciting,word2vec_0.90,33,0.355,0.333,-0.449771646945
1788,Exciting,word2vec_0.90,34,0.348,0.222,-0.458420756053
1789,Exciting,word2vec_0.90,35,0.325,0.39,-0.488116639021
1790,Exciting,word2vec_0.90,36,0.325,0.333,-0.488116639021
1791,Exciting,word2vec_0.90,37,0.324,0.5,-0.489454989793
1792,Exciting,word2vec_0.90,38,0.322,0.167,-0.492144128304
1793,Exciting,word2vec_0.90,39,0.317,0.459,-0.498940737782
1794,Exciting,word2vec_0.90,40,0.308,0.36,-0.5114492835
1795,Exciting,word2vec_0.90,41,0.304,0.167,-0.517126416391
1796,Exciting,word2vec_0.90,42,0.306,0.667,-0.514278573518
1797,Exciting,word2vec_0.90,43,0.305,0.5,-0.515700160653
1798,Exciting,word2vec_0.90,44,0.312,0.61,-0.505845405982
1799,Exciting,word2vec_0.90,45,0.302,0.376,-0.519993057043
